"","ALGERIA (NLS-1)","ANGOLA (OLS)","BENIN (NLS-1)","BOTSWANA (NLS-1)","BURKINAFASO (NLS-1)","BURUNDI (NLS-1)","CABOVERDE (OLS)","CAMEROON (NLS-1)","CAR (NLS-2)","CHAD (NLS-1)","COMOROS (NLS-1)","CONGODR (NLS-2)","CONGOREPUB (NLS-1)","DJIBOUTI (NLS-1)","EGYPT (NLS-1)","EQGUINEA (NLS-2)","ERITREA (OLS)","ETHIOPIA (NLS-2)","GABON (NLS-1)","GAMBIA (NLS-1)","GHANA (OLS)","GUINEA (NLS-1)","GUINEABISSAU (NLS-1)","IVORYCOAST (NLS-1)","KENYA (NLS-1)","LESOTHO (NLS-1)","LIBERIA (NLS-2)","LIBYA (NLS-2)","MADAGASCAR (NLS-1)","MALAWI (NLS-1)","MALI (NLS-1)","MAURITANIA (OLS)","MAURITIUS (OLS)","MOROCCO (NLS-1)","MOZAMBIQUE (NLS-1)","NAMIBIA (NLS-1)","NIGER (NLS-1)","NIGERIA (NLS-1)","RWANDA (NLS-1)","SAOTOME (NLS-1)","SENEGAL (OLS)","SEYCHELLES (NLS-1)","SIERRALEONE (NLS-1)","SOMALIA (NLS-1)","SOUTHAFRICA (NLS-1)","SUDAN (OLS)","TANZANIA (NLS-1)","TOGO (OLS)","TUNISIA (NLS-1)","UGANDA (OLS)","ZAMBIA (NLS-1)","ZIMBABWE (NLS-2)"
"COMOROS (NLS-1)",0.161790338722258,-0.257971176934699,0.0683508831868872,0.060157613961064,-0.0893203460777061,-0.0837442303921278,0.086442655697083,-0.0954074368633008,-0.136575782875097,-0.184565455892339,1,-0.0445374415580059,0.117092742158398,0.0704871800477551,0.0844404080014685,0.119271348323706,-0.125752352290204,-0.0521249618661748,-0.0898207327294008,-0.02696082680582,-0.0405206732955767,-0.0783480696540171,0.166053886987418,-0.123687969098819,-0.0321529198284956,0.0620650266819525,-0.1173697073235,-0.107062047267661,0.0830875172219995,0.117627950837149,-0.158023924343291,-0.058334611527318,-0.0683082034853476,-0.301069376019922,-0.292867218201171,-0.041170119406409,0.0905420075302088,0.150827868723358,0.312556276767773,-0.192780920200053,-0.0565329353663374,0.151345261300453,-0.134423020661942,0.134165897711419,-0.0389670844372445,-0.0636076898803119,-0.200663050104421,-0.136678585698695,0.0899080377671749,-0.171973170701736,-0.111235000532257,-0.0783319466828131
"CONGODR (NLS-2)",-0.289008797714935,0.326010975725961,-0.12948005807426,0.0614593572180553,0.0844230458948844,-0.123382179522632,-0.0549372260105738,0.25444415509342,0.0350475579930744,0.0863751342897179,-0.0445374415580059,1,-0.0335349165609157,0.101810343946861,-0.000242261906780791,0.10897831507251,-0.408122354353833,0.171096354200169,-0.0636049490184162,-0.383612975362554,0.161200078315288,0.109290192279301,-0.0774738941732988,-0.028287894156967,0.422833179478426,0.114871577905821,0.187475460762254,0.0676516293881659,0.0200398261535234,0.0897178937573378,-0.134401902990684,-0.026748527025682,-0.113790014386881,0.0132970140613754,0.171167800007829,0.10657006557313,0.177380979797774,0.114279932142506,0.115005355643721,0.105828709660189,-0.297127200287392,-0.0407895151221897,0.179569603550733,0.207489950434555,0.152758284975204,-0.134080080174283,0.00451299887674741,0.32226101033212,-0.0660020142002676,-0.00330745216502408,-0.092427391547412,-0.0186501957487916
"CONGOREPUB (NLS-1)",-0.100885552645275,-0.0142228647099311,0.0347888986999577,-0.161677268370834,0.0378297921011951,-0.228913561608714,-0.234913056472905,-0.14562266321281,-0.069345671469117,0.046563210633227,0.117092742158398,-0.0335349165609157,1,-0.00675640952988135,0.0316135917855618,-0.0189917627091733,-0.0754971303206266,-0.0214523547446612,-0.0175244506143893,-0.0851499787947776,0.0969687959074217,-0.1582655484738,0.11458902327559,0.144451400117759,-0.0199931171850178,-0.00225079778372714,-0.000620381166119539,0.0439343354005395,0.0845499779160914,0.0462376433629545,-0.571972513808735,-0.192492907417462,0.00727487386429571,-0.232126047434895,-0.125449564452817,-0.000525019152918266,-0.128591199619027,-0.089203333709821,-0.0056625417026241,0.0263637879769443,0.113926272204595,-0.0346589583204785,0.151790682390928,-0.167624006937686,0.10215155918502,0.0239199597551615,-0.254370656754788,-0.0373250714425198,0.0626186531349829,0.0509673107262754,0.0347098179874476,0.0482568309208132
"DJIBOUTI (NLS-1)",0.0549076572486163,0.231045192518474,-0.153346421495199,0.0222942766152385,-0.0941942156470092,-0.132471742497467,-0.00678787833865038,-0.090551723929596,0.086137820348175,0.074967208455385,0.0704871800477551,0.101810343946861,-0.00675640952988135,1,0.0668175497272727,0.23406783666664,0.151391144891669,-0.0495790733653311,-0.0834709312763285,-0.273438348690936,0.26008755025874,0.0164622132108961,0.0356776319940609,-0.00295760044039109,-0.0241123756767586,0.0379879673895584,-0.0844894684187362,0.0230160944298338,0.114914286960181,-0.224615289136973,0.0527252254578513,-0.0606149190991782,0.0433886264194262,0.237045301400551,0.00994987040147889,-0.039646882291038,-0.130521827474364,-0.0074428058409953,-0.258269680925683,0.0103502592006302,-0.0726598716173527,0.0460417414963874,-0.156327893022256,-0.0474734844648127,0.182687007706285,-0.167708774191317,0.0723886598709174,0.241692052215874,-0.0199790251538608,-0.226019775471614,-0.0985299284345509,0.0279884400366238
"EGYPT (NLS-1)",0.13173064299242,0.23639176705566,0.0772173804841778,0.121558429766249,0.103759821377003,-0.0229731482036878,0.10825828798258,0.0701515838755761,0.143680857050115,0.176485105063109,0.0844404080014685,-0.000242261906780791,0.0316135917855618,0.0668175497272727,1,-0.0837818434301614,-0.193933194006112,0.0657678082147101,-0.00318253924700585,0.259023908121801,-0.0669018596533981,0.0627381854696731,-0.0407214745013909,-0.155020891028383,-0.130510555650194,-0.0575760260604993,-0.108464408376141,0.232716752908382,0.299577389882892,-0.116970113440488,0.044867799915691,0.162626202455989,-0.319057416799228,0.200921903352931,-0.197038548160225,0.0783502923826259,-0.0556639591192025,0.369548063127398,-0.134603700209495,-0.077583939439891,0.230959387881238,-0.0354030987013356,-0.201229872018785,0.0687566446046464,0.120025306810821,0.131361895287416,-0.138450386058577,0.365408319842913,0.271983873819703,-0.0981508859825897,0.0266659595682921,-0.0503314720196932
"EQGUINEA (NLS-2)",-0.119111258934036,-0.146148344574294,0.125555981101833,0.0860265167850829,-0.0322944439269848,-0.221147232185592,0.0203384623228829,0.16590491877712,0.130533264692712,0.210015641435416,0.119271348323706,0.10897831507251,-0.0189917627091733,0.23406783666664,-0.0837818434301614,1,0.0292730649895609,0.0143952058921241,-0.133799037423352,-0.234968616012211,0.105933002517451,-0.0370743766446298,0.0642559266381361,-0.0126214273885117,0.15953159397795,0.0622252859710122,0.348877383573549,0.0704139110381991,0.130214950952985,-0.0571902552162569,0.0206248481802436,-0.240903642317264,-0.13966346963704,-0.0772427588302957,0.253786038767335,0.0692982737362659,-0.168105159930419,-0.0628644789521758,0.100427974352491,-0.12222990906106,-0.0764365891483268,-0.164672930601295,-0.214866353621044,0.168894468432007,0.0393393185756015,-0.108001771899298,-0.0211627005146762,0.248813914895711,0.167320678654033,-0.0493169361756653,-0.0851518305633206,-0.258772556678009
"ERITREA (OLS)",0.197674685583227,-0.151883272863762,0.0902286906440148,-0.195094083043601,-0.228220420328792,-0.0203256721360943,-0.0327568070991143,-0.110536096954714,0.167369956156412,0.0039697506459277,-0.125752352290204,-0.408122354353833,-0.0754971303206266,0.151391144891669,-0.193933194006112,0.0292730649895609,1,0.0792138875100352,0.132235060771172,-0.0104414268988978,-0.0110520883251911,-0.1711249523357,0.231642102206066,0.133471240707559,-0.101331121467724,0.141985449867797,0.0113183841864341,-0.262440073767224,-0.101749454783003,-0.216790424185954,0.03876112755658,-0.131389445152529,0.17837304677903,0.0247498181636198,-0.0488995401107719,-0.110806528062111,-0.246338921730738,0.013534480933165,-0.191071314901181,-0.0775017270952677,-0.0258573235178246,-0.0734009080954656,-0.0527592603030819,-0.143911564075891,0.0101913809350968,-0.0277875321423267,0.00645871044324646,-0.0127037093664164,-0.146789443674517,0.0320163004407963,0.0827117476093198,0.4677003961165
"ETHIOPIA (NLS-2)",-0.0599809800670241,0.0710004016682511,0.052499341787691,-0.0993629068853801,0.0122154478344346,-0.103173761137549,-0.10868307583419,-0.0349450464277316,-0.0389813391429606,-0.0719681666843841,-0.0521249618661748,0.171096354200169,-0.0214523547446612,-0.0495790733653311,0.0657678082147101,0.0143952058921241,0.0792138875100352,1,0.15193930805756,-0.0645071186505962,0.0269029129413743,0.0663798948086372,0.140781572694111,0.0557255272069246,0.0926550061779612,-0.131991380795143,0.0436524150737761,-0.163379067468167,0.28851112546364,0.0176395607528978,-0.140938258000967,0.335857714455377,-0.0164744506396302,-0.0843974318770281,0.158833363027633,-0.0704558247210614,-0.0279577955703107,0.185491392904272,0.0472649570640723,0.0802984458832744,0.219928674891615,-0.129346471628042,0.07829333347205,-0.0758484423470905,0.197127674304365,0.147564562608078,0.021752920825231,-0.147246098348034,0.162821852901092,0.322600609892597,0.302016712268402,0.0958707637287337
"GABON (NLS-1)",0.0304436226340888,-0.108928640273646,-0.0805147965816814,-0.167765265245253,0.370063229567608,-0.16596151089931,-0.133374335890539,-0.0179714763402949,-0.0270185929938036,-0.0694876219286937,-0.0898207327294008,-0.0636049490184162,-0.0175244506143893,-0.0834709312763285,-0.00318253924700585,-0.133799037423352,0.132235060771172,0.15193930805756,1,0.152107512427926,-0.244028438900634,0.0154649004487543,0.0704136164612319,0.152314433000802,0.0123668928259108,-0.0477706554886138,0.109283620336703,0.100967604403311,-0.0426439168741735,-0.00350922318710557,0.0354990965195872,0.116579960942021,-0.0334798521467422,0.232507911047539,-0.0193637441399745,-0.110190600289272,0.0276910499701954,0.173907112491974,-0.0439790884936621,0.0148770739681288,0.206797241859524,0.0734716137851229,0.0900127414408798,-0.318699667698629,0.0885884057569145,0.343097980418471,0.140658812268062,-0.0708592421981698,-0.0607612847058063,-0.140568659508034,0.214419783577473,0.123916827118712
"GAMBIA (NLS-1)",0.280144550999605,-0.117404186014469,-0.0896680408994365,-0.159289057983678,-0.0946002489590863,0.17052297918266,-0.126728229734461,-0.062082503479154,-0.105909712907682,0.212974153281322,-0.02696082680582,-0.383612975362554,-0.0851499787947776,-0.273438348690936,0.259023908121801,-0.234968616012211,-0.0104414268988978,-0.0645071186505962,0.152107512427926,1,-0.211764560010182,-0.0214584491713009,-0.116714943569898,0.0687059051033658,-0.365639461237986,-0.0717307100401556,-0.163201560053367,0.203911577094541,0.182571146838622,-0.141547168909019,0.0727594061823633,0.0194090560212757,0.0367838094795559,0.109258061080207,-0.161499753051568,-0.0489871413128025,-0.136133023693912,0.127203256137161,-0.00309701991644303,-0.0563378804886013,0.148222454796792,-0.274262399144135,-0.17770460921489,0.0303924838878926,-0.159556766348645,0.144732205324012,0.0730489741504383,-0.144382424640299,0.10383450197991,-0.153421391814048,0.109550053622115,-0.0520571861565215
