algeria,benin,botswana,burkinafaso,burundi,cameroon,car,chad,comoros,congodr,congorepub,djibouti,egypt,eqguinea,ethiopia,gabon,gambia,guinea,guineabissau,ivorycoast,kenya,lesotho,liberia,libya,madagascar,malawi,mali,morocco,mozambique,namibia,niger,nigeria,rwanda,saotome,seychelles,sierraleone,somalia,southafrica,tanzania,tunisia,zambia,zimbabwe
0.649896,0.125512,0.577611,0.28605,0.065103,0.514275,0.069878,0.163424,0.183609,0.354043,0.445301,0.649684,0.5188,0.354271,0.337835,0.380412,0.357974,0.229217,0.55313,0.212464,0.201643,0.640442,0.421525,0.0752,0.440499,0.390152,0.439595,0.568934,0.082084,0.293691,0.172944,0.224595,0.709546,0.566369,0.344527,0.217809,0.038548,0.386036,0.508703,0.196141,0.378695,0.316505
