yr,algeria,angola,benin,botswana,burkinafaso,burundi,cameroon,car,chad,comoros,congodr,congorepub,djibouti,egypt,eqguinea,ethiopia,gabon,gambia,guinea,guineabissau,ivorycoast,kenya,lesotho,liberia,libya,madagascar,malawi,mali,marocco,mozambique,namibia,niger,nigeria,rwanda,saotome,seychelles,sierraleone,somalia,southafrica,tanzania,tunisia,zambia,zimbabwe
 2006.000,-0.001060, 0.064031,-0.005635, 0.009329, 0.008801, 0.007816, 0.011242, 0.033951,-0.036282,-0.003189, 0.020424,-0.019404, 0.004615, 0.019701,-0.094198, 0.044220,-0.068623,-0.016532,-0.012884,-0.026706,-0.009916, 0.016884, 0.012348,-0.040435, 0.108120,-0.006969,-0.010136, 0.013684, 0.007527, 0.036746, 0.023425, 0.009097, 0.051805,-0.045970, 0.034313, 0.041654, 0.000391,-0.036472, 0.016938,-0.025838, 0.023771, 0.020192,-0.045398
 2007.000, 0.003173, 0.004821, 0.017268, 0.001848, 0.004122, 0.003410, 0.018043, 0.039532,-0.018976,-0.019355, 0.015188,-0.073544,-0.000605, 0.015744, 0.018095, 0.052000, 0.064727,-0.015358, 0.022479, 0.029669,-5.59E-05, 0.017311, 0.000857,-0.068538, 0.092090,-0.008846,-0.020651, 0.055282,-0.003842, 0.006760, 0.012769,-0.015634, 0.017112,-0.047812,-0.013037, 0.065020, 0.013951,-0.072430, 0.010246, 0.016798, 0.033721, 0.002476,-0.055366
 2008.000,-0.012218,-0.027317, 0.006932,-0.081096, 0.004993, 0.010312, 0.008515,-0.010361,-0.038392,-0.028969, 0.004180, 0.021286, 0.003198, 0.012313, 0.005134, 0.073624,-0.040325, 0.000670, 0.006849, 0.015613, 0.002952,-0.042038,-0.004802,-0.099687, 0.056410, 0.038406,-0.010685,-0.001163, 0.007082,-0.012735,-0.016023, 0.042463,-0.000647,-0.001292, 0.018874,-0.018569,-0.003834,-0.021851,-0.002032,-0.009370, 0.016411,-0.023466,-0.190674
 2009.000, 0.009482, 0.040289,-0.017132, 0.025801,-0.032684,-0.001004,-0.060552, 0.004486,-0.014561,-0.016267,-0.023211, 0.015743,-0.005745,-0.004366,-0.117917, 0.004213, 0.027824, 0.014429,-0.050973, 0.020812, 0.019908,-0.030559,-0.025950,-0.045663, 0.010937,-0.006435, 0.018493,-0.007911,-0.028184,-0.038341,-0.044016,-0.037958,-0.013103, 0.002060,-0.002296,-0.049270,-0.016719,-0.003778,-0.034752,-0.011185,-0.001248,-0.027247, 0.167181
 2010.000, 0.005679,-0.003517,-0.006164,-0.058889,-0.010556, 0.001829,-0.018556, 0.051065, 0.074068,-0.011307, 0.022347, 0.038168,-0.013276, 0.015455,-0.056933, 0.017759,-0.000637, 0.022430,-0.007291,-0.006430, 0.013542, 0.010252,-0.007816, 0.050943, 0.057180, 0.007793, 0.020880,-0.002298,-0.001653,-0.008979, 0.016696, 0.019519, 0.015223, 0.002904, 0.073913,-0.011001, 0.001960, 0.019482, 0.022380, 0.001574, 0.003342, 0.021278, 0.081799
 2011.000,-0.020045, 0.008287,-0.002521,-0.064364, 0.008852, 0.004195,-0.006414, 0.042247,-0.044095,-0.007873, 0.026267, 0.000643, 0.002651,-0.025859,-0.027736, 0.060087, 0.020551,-0.048238, 0.012531, 0.051012,-0.056219, 0.002957,-0.014671, 0.049810,-0.944493,-0.014710, 0.024768,-0.018150,-0.011627, 0.003247,-0.001437,-0.031664,-0.009190, 0.048504, 0.008078, 0.006722, 0.012880,-0.106249, 0.008412, 0.007571,-0.050496, 0.000976, 0.075460
 2012.000, 0.004630,-0.006444, 0.004584, 0.012577, 0.028706, 0.004346, 0.008716, 0.056373, 0.025772,-0.004284, 0.030656, 0.031746, 0.001342, 0.002410,-0.097087, 0.040828, 0.003223, 0.013303, 0.015137,-0.031635, 0.072778,-0.014352, 0.040940, 0.029913, 0.430221,-0.008975,-0.022178,-0.041915,-0.003447, 0.008071,-0.000752, 0.037459,-0.007003, 0.060317, 0.015567,-0.013196, 0.101840,-0.004378,-0.003354,-0.013126,-0.003809, 0.028903, 0.064556
 2013.000,-0.032239,, 0.029447,-0.043725, 0.029036, 0.010949, 0.018610,-0.430888,-0.043687,-4.49E-08, 0.008956, 0.026669,-0.006556,-0.010109,-0.127660, 0.024058, 0.050859, 0.023624, 0.006099, 0.013987, 0.069883, 0.008418, 0.002726, 0.024909, 0.082928,-0.014917,-0.008401,-0.029420, 0.008819, 0.005239, 0.008118,-0.002247,-0.005657,-0.038918,-0.010903, 0.000532, 0.168487, 0.002351,-0.001631, 0.001229,-0.016328, 0.008647,-0.028146
 2014.000, 0.002309,, 0.005738,, 0.011786, 0.054422, 0.005990,-0.044340,-0.056697, 0.006224, 0.005845, 0.030378, 0.003613,-0.008824,-0.043682, 0.069331, 0.010406, 1.52E-05, 0.009447,-0.018246, 0.073915, 0.001347,-0.010036,-0.070069,-0.308197, 0.005540, 0.039406, 0.003118,-0.011091,-0.028344, 0.010046, 0.021353, 0.015387, 0.024042, 0.072419,-0.009392, 0.061678,-0.003179,-0.001514, 0.010233, 0.007685, 0.001016,-0.019436
 2015.000,-0.003946,,-0.023010,,-0.002548,-0.028604,-0.004287, 0.053777,-0.019514,-0.005255, 0.020186,-0.017286, 0.007813, 0.005528,-0.062943, 0.031160, 0.004161, 0.006998, 0.000250, 0.009748, 0.084887, 0.005719,-0.028011,-0.045454,-0.180476, 0.013243,-0.001225, 0.030529, 0.009551,-0.041057, 0.001277, 0.008486,-0.022618,-0.001516, 0.060245,-0.015781,-0.217636, 0.020604,-0.010626, 0.006401,-0.009340,-0.023110,-0.017178
